ts_code,name,category,item,status,evidence,gap
601825.SH,沪农商行,基本面,营收向利润的转化,不利信号出现,2026H1收入同比1.8%但扣非同比-4.8%，出现增收不增利,H2验证利润率是否修复
601825.SH,沪农商行,基本面,利润向自由现金流的转化,不适用,一般企业FCF转换率不适用于银行,改用资本生成和可分配利润
601825.SH,沪农商行,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
601825.SH,沪农商行,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
601825.SH,沪农商行,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
601825.SH,沪农商行,流动性,高投资项目对低成本资金的依赖,不适用,银行PB/ROE模型不以工业项目资本开支为主锚,资金成本改由净息差核验
601825.SH,沪农商行,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
601825.SH,沪农商行,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
601825.SH,沪农商行,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
601825.SH,沪农商行,流动性,主线增量资金,证据不足,个股20日资金分档净额0.18亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
601825.SH,沪农商行,流动性,融资余额增速,有利,融资余额约40日变化-16.6%，未见快速杠杆扩张,不代表无其他杠杆
601825.SH,沪农商行,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
601825.SH,沪农商行,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
601825.SH,沪农商行,流动性,龙头表现,证据不足,个股20日回报8.0%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
601825.SH,沪农商行,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
601825.SH,沪农商行,流动性,获利资金与回调承接,有利,20日资金分档净额0.18亿元、股价回报8.0%,资金分档不等于真实主体
601825.SH,沪农商行,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
601825.SH,沪农商行,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
601825.SH,沪农商行,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
601825.SH,沪农商行,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
601825.SH,沪农商行,预期,财报披露节点,当期恶化，持续性待确认,2026H1扣非同比-4.8%、CFO同比329.0%,Q3验证持续性
601825.SH,沪农商行,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比1.8%、扣非同比-4.8%，但订单口径未取得,补订单、合同负债和交付
601825.SH,沪农商行,预期,利润与现金流的一致性,不适用,银行经营现金流不能按一般企业利润转换解释,改用资本生成和资产质量
601825.SH,沪农商行,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
601825.SH,沪农商行,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
601818.SH,光大银行,基本面,资本开支规模,不适用,银行扩张主要通过信贷和金融资产，不以工业资本开支衡量,改用风险加权资产增速与资本消耗；本批未取得
601818.SH,光大银行,基本面,经营现金流,不适用,银行经营现金流受存贷款和同业科目波动主导,改用息差、资产质量和资本生成能力；本批未取得
601818.SH,光大银行,基本面,自由现金流,不适用,一般企业FCF代理不适用于银行,需建立银行剩余收益/股息能力模型
601818.SH,光大银行,基本面,投资资金来源,不适用,存款、同业和资本是银行经营资金来源,需补存款稳定性、同业依赖和资本充足率
601818.SH,光大银行,基本面,融资停止后的可持续性,证据不足,PB/ROE估值未使用工业企业净现金,缺资本充足率、流动性覆盖率和再融资计划
601818.SH,光大银行,基本面,原材料与中间品成本,不适用,银行主要投入成本是资金成本而非原材料,净息差和存款成本未获取
601818.SH,光大银行,基本面,定价权与成本转嫁,证据不足,未取得贷款定价、存款成本与净息差,需按银行披露补齐
601818.SH,光大银行,基本面,营收向利润的转化,当期恶化，持续性待确认,2026H1收入同比-4.3%、扣非同比-25.3%,H2验证需求与利润率
601818.SH,光大银行,基本面,利润向自由现金流的转化,不适用,一般企业FCF转换率不适用于银行,改用资本生成和可分配利润
601818.SH,光大银行,流动性,通胀,当期恶化，持续性待确认,全国CPI 202608同比0.8%；PPI同比3.8%，较前月3.5%扩大,单月扩大尚不足以确认货币收紧；需继续观察PPI持续性和公司分部成本传导
601818.SH,光大银行,流动性,政策利率与债券收益率,有利,最近可得LPR（20260720）1年/5年为3.00%/3.50%，本年未上调,10年国债收益率接口无权限，未纳入
601818.SH,光大银行,流动性,信用与融资条件,证据不足,202607 M2同比7.7%，单一货币总量不能证明企业信用利差和再融资条件,缺信用利差、债券发行与银行授信
601818.SH,光大银行,流动性,高投资项目对低成本资金的依赖,不适用,银行PB/ROE模型不以工业项目资本开支为主锚,资金成本改由净息差核验
601818.SH,光大银行,流动性,监管与产业政策,证据不足,本批未逐行业核验2026-09-09前后的监管和产业政策变化,单股决策前补行业政策
601818.SH,光大银行,流动性,ETF申赎,有利,515450份额近20个可得交易日变化1.7%，未见明显赎回,单只ETF不能代表全市场被动资金
601818.SH,光大银行,流动性,基金仓位,证据不足,当日PCF确认成分身份，但未取得全市场基金仓位和集中度变化,补基金季报与主动基金持仓
601818.SH,光大银行,流动性,主线增量资金,证据不足,个股20日资金分档净额0.14亿元，与ETF份额信号未形成明确同向结论,补机构、产业资本和主动基金证据
601818.SH,光大银行,流动性,融资余额增速,有利,融资余额约40日变化-9.5%，未见快速杠杆扩张,不代表无其他杠杆
601818.SH,光大银行,流动性,新增融资集中度,证据不足,仅取得个股融资余额，未取得同指数和行业新增融资分布,补横截面融资集中度
601818.SH,光大银行,流动性,股价对杠杆资金的依赖,证据不足,融资与价格未形成足以识别边际定价者的证据,需融资变动后的价格响应和多类买盘
601818.SH,光大银行,流动性,龙头表现,证据不足,个股20日回报0.0%，但未完成行业龙头身份和同业相对强弱核验,补行业横截面
601818.SH,光大银行,流动性,市场广度,当期恶化，持续性待确认,2026-09-09全A上涨家数占比32.3%，下跌3642家，单日广度偏弱,需5—20日持续窗口确认
601818.SH,光大银行,流动性,获利资金与回调承接,有利,20日资金分档净额0.14亿元、股价回报0.0%,资金分档不等于真实主体
601818.SH,光大银行,预期,价格隐含的增长年限,有利,现价未高于批量公允价值上限,不代表具备安全边际
601818.SH,光大银行,预期,产业进度与远期预期的距离,证据不足,50家公司均有成熟业务，但本批未逐项读取产业报告和第二增长曲线里程碑,高估值标的需单独补产业进度
601818.SH,光大银行,预期,新信息对盈利预测的推动,证据不足,未取得逐股一致预期修订与公告事件研究,补券商一致预期和公告后修订
601818.SH,光大银行,预期,同类利好的边际反应,证据不足,未建立逐股同类事件样本,补事件日与后续5/20日反应
601818.SH,光大银行,预期,财报披露节点,不利信号出现,2026H1扣非同比-25.3%、CFO同比-71.3%,Q3验证是否延续
601818.SH,光大银行,预期,订单、收入与利润的一致性,证据不足,2026H1收入同比-4.3%、扣非同比-25.3%，但订单口径未取得,补订单、合同负债和交付
601818.SH,光大银行,预期,利润与现金流的一致性,不适用,银行经营现金流不能按一般企业利润转换解释,改用资本生成和资产质量
601818.SH,光大银行,预期,真实应用与产品验证,有利,入选公司均已有多年法定财务报表和持续收入，核心业务不是未商业化概念,第二增长曲线仍需单独核验
601818.SH,光大银行,预期,实际业绩与价格隐含预期,有利,现价未超过批量公允价值上限,仍需单股产业与一致预期交叉验证
601766.SH,中国中车,基本面,资本开支规模,不利信号出现,2026H1资本开支30.34亿元高于CFO-161.39亿元，2025H1亦如此,下一期验证缺口是否延续及项目回报
601766.SH,中国中车,基本面,经营现金流,不利信号出现,经营现金流连续两个H1为负：-89.98亿元→-161.39亿元,核验应收、存货和季节性
601766.SH,中国中车,基本面,自由现金流,不利信号出现,FCF代理连续两个H1为负：-125.12亿元→-191.73亿元,H2验证现金缺口和融资来源
601766.SH,中国中车,基本面,投资资金来源,当期恶化，持续性待确认,CFO不足覆盖资本开支，但当期未见净融资流入,核验现金储备消耗与付款节奏
601766.SH,中国中车,基本面,融资停止后的可持续性,证据不足,现金缓冲与现金流信号分化,补受限资金、授信和债务期限
601766.SH,中国中车,基本面,原材料与中间品成本,有利,2026H1毛利率同比变化+0.45个百分点，未见明显成本吞噬,仍缺分部采购价格
601766.SH,中国中车,基本面,定价权与成本转嫁,证据不足,毛利率变化不足以识别价格与成本转嫁机制,补产品价格和单位成本
